src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,src1_port2_mbps_cv,src1_port2_load_util,src1_port3_mbps_cv,src1_port3_load_util,src1_port4_mbps_cv,src1_port4_load_util,src1_port5_mbps_cv,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Latency_p99_ms,Label_Jitter_ms,Label_Loss_Rate
2,0.2088,0.0262,2,0.2033,0.0354,2,0.1551,0.0342,2,0.1472,0.0299,0.1255,0.261,0.1741,0.2541,0.2205,0.1292,0.2031,0.1227,0,0.0277,8,0.7,4,0.8,4,0.8,5,1.2,5,1.2,16.2491,44.699000000000055,7.490659875845274,0.0
7,0.6049,0.1378,7,0.6096,0.1393,28,1.1122,0.2365,28,1.1082,0.2415,0.2278,0.7561,0.2285,0.762,0.2126,0.9268,0.2179,0.9235,21,0.2515,70,8.5,4,0.8,4,0.8,4,1.2,4,1.2,4369.828771929824,6669.4,93.3917057147943,50.690880378997235
38,0.7218,0.1132,38,0.7009,0.1071,4,0.9035,0.1362,3,0.8967,0.14,0.1568,0.9022,0.1528,0.8761,0.1507,0.7529,0.1561,0.7473,35,0.0947,83,3.3,4,0.8,4,0.8,5,1.2,5,1.2,348.1052,615.0500000000001,12.223578206083724,0.0
11,0.2838,0.1112,11,0.2848,0.108,5,0.2088,0.0841,6,0.2158,0.083,0.3918,0.3547,0.3792,0.356,0.4028,0.174,0.3846,0.1798,6,0.0361,33,1.4,4,0.8,4,0.8,3,1.2,3,1.2,2509.3088775510205,4517.0,166.09866491591512,3.015873015873016
64,0.7581,0.1102,64,0.7584,0.1116,4,1.0145,0.1568,4,0.9939,0.1432,0.1454,0.9476,0.1472,0.948,0.1546,0.8454,0.1441,0.8282,60,0.1232,136,4.0,2,0.8,2,0.8,7,1.2,7,1.2,47.1136,116.03000000000002,9.3031008168113,7.17877094972067
2,0.1443,0.024,2,0.1701,0.0292,1,0.0985,0.0283,1,0.1054,0.0289,0.1663,0.1804,0.1717,0.2126,0.2873,0.0821,0.2742,0.0878,1,0.0292,6,0.5,5,0.8,5,0.8,4,1.2,4,1.2,13.165099999999997,28.973000000000035,6.73684491204274,0.0
15,0.6014,0.1425,16,0.6042,0.1381,55,1.0153,0.2293,55,1.0239,0.2255,0.2369,0.7518,0.2286,0.7552,0.2258,0.8461,0.2202,0.8532,40,0.2084,141,11.0,4,0.8,4,0.8,4,1.2,4,1.2,4981.8786666666665,7740.96,128.75239298471294,62.2839129550539
64,0.719,0.1163,64,0.72,0.1106,3,0.741,0.1172,3,0.7574,0.1216,0.1618,0.8988,0.1536,0.9,0.1582,0.6175,0.1605,0.6312,61,0.0159,134,3.3,4,0.8,4,0.8,4,1.2,4,1.2,759.3296341463415,1013.71,9.929839472815146,6.8181818181818175
8,0.3412,0.1112,8,0.3428,0.1118,4,0.1857,0.0735,4,0.1832,0.0708,0.3259,0.4265,0.3261,0.4285,0.3958,0.1548,0.3865,0.1527,4,0.0788,24,1.18,5,0.8,5,0.8,4,1.2,4,1.2,605.4069696969697,1086.2,96.24713258623797,4.80225988700565
0,0.0,0.0,0,0.0,0.0,64,1.1142,0.176,64,1.1106,0.171,0.0,0.0,0.0,0.0,0.158,0.9285,0.154,0.9255,64,0.5562,128,3.6,2,0.8,2,0.8,7,1.2,7,1.2,620.5887692307693,729.6,9.61216822729174,33.76784605834885
1,0.0574,0.0259,1,0.0538,0.0261,2,0.2029,0.0264,2,0.2033,0.0261,0.4512,0.0718,0.4851,0.0672,0.1301,0.1691,0.1284,0.1694,1,0.0738,6,0.5,5,0.8,5,0.8,5,1.2,5,1.2,12.678200000000002,37.64300000000002,8.64303831598943,0.0
64,0.7395,0.134,64,0.7433,0.1331,8,0.7496,0.1812,8,0.7377,0.1821,0.1812,0.9244,0.1791,0.9291,0.2417,0.6247,0.2468,0.6148,56,0.0046,144,11.0,4,0.8,4,0.8,4,1.2,4,1.2,4743.951153846154,7531.5,100.00122132010998,65.63961765304047
64,0.7051,0.1149,64,0.7156,0.1103,6,1.0243,0.1628,5,1.0416,0.1651,0.163,0.8814,0.1541,0.8945,0.1589,0.8536,0.1585,0.868,59,0.1615,139,3.9,3,0.8,3,0.8,4,1.2,4,1.2,860.5122222222222,1331.0,13.234865259978363,4.535017221584385
6,0.1463,0.0462,6,0.1733,0.0555,8,0.4334,0.1126,7,0.4405,0.1233,0.3158,0.1829,0.3203,0.2166,0.2598,0.3612,0.2799,0.3671,2,0.1389,27,3.6,4,0.8,4,0.8,6,1.2,6,1.2,5636.601029411765,8832.01,320.0687657858976,23.88888888888889
2,0.4479,0.0619,2,0.4622,0.0564,3,0.76,0.0778,3,0.767,0.0822,0.1382,0.5599,0.122,0.5778,0.1024,0.6333,0.1072,0.6392,1,0.1543,10,2.4,2,0.8,2,0.8,7,1.2,7,1.2,27.356299999999997,54.86000000000003,7.592625550949965,0.0
1,0.1072,0.0307,2,0.1061,0.0295,1,0.1633,0.0275,2,0.1456,0.0297,0.2864,0.134,0.278,0.1326,0.1684,0.1361,0.204,0.1213,1,0.0247,6,0.5,5,0.8,5,0.8,4,1.2,4,1.2,12.9252,31.308000000000003,6.222241306658266,0.0
64,0.7399,0.1316,64,0.7373,0.1302,9,0.7229,0.1602,9,0.7193,0.1608,0.1779,0.9249,0.1766,0.9216,0.2216,0.6024,0.2236,0.5994,55,0.0089,146,8.0,4,0.8,4,0.8,4,1.2,4,1.2,4320.790294117647,6806.42,93.6900557449579,53.355704697986575
2,0.2877,0.0657,1,0.3259,0.0654,44,1.1605,0.1339,44,1.1596,0.1335,0.2284,0.3596,0.2007,0.4074,0.1154,0.9671,0.1151,0.9663,43,0.4268,91,3.0,3,0.8,3,0.8,4,1.2,4,1.2,29.296499999999995,61.916000000000004,9.84666980919522,0.0
5,0.4439,0.1224,5,0.4525,0.121,5,0.4985,0.1347,5,0.5377,0.1483,0.2757,0.5549,0.2674,0.5656,0.2702,0.4154,0.2758,0.4481,0,0.0377,20,2.46,5,0.8,5,0.8,6,1.2,6,1.2,1757.9388541666667,3508.2999999999997,77.90269209302375,1.3098464317976515
64,0.7207,0.1058,64,0.7227,0.1039,4,0.8073,0.1163,4,0.8014,0.1154,0.1468,0.9009,0.1438,0.9034,0.1441,0.6728,0.144,0.6678,60,0.0414,136,3.6,7,0.8,7,0.8,2,1.2,2,1.2,891.4218666666667,1100.0,17.88550806175082,9.962756052141527
2,0.1577,0.0255,2,0.1564,0.0278,3,0.2489,0.0293,3,0.2614,0.0364,0.1617,0.1971,0.1777,0.1955,0.1177,0.2074,0.1393,0.2178,1,0.0493,10,0.8,4,0.8,4,0.8,5,1.2,5,1.2,13.3303,43.47100000000014,8.92616418005154,0.0
64,0.7339,0.1378,64,0.7266,0.1374,5,0.7905,0.1834,4,0.7908,0.1735,0.1878,0.9174,0.1891,0.9082,0.232,0.6588,0.2194,0.659,60,0.0303,137,8.5,4,0.8,4,0.8,4,1.2,4,1.2,4811.173404255319,6905.58,62.6831974171717,44.91380444795367
64,0.7153,0.1322,64,0.7183,0.1377,4,0.8477,0.1646,4,0.8901,0.1765,0.1848,0.8941,0.1917,0.8979,0.1942,0.7064,0.1983,0.7418,60,0.0775,136,3.9,5,0.8,5,0.8,5,1.2,5,1.2,1036.3962857142856,1559.27,13.64730213883164,12.342135476463834
5,0.3245,0.0906,4,0.3335,0.0921,5,0.4003,0.1122,5,0.4264,0.1213,0.2792,0.4056,0.2762,0.4169,0.2803,0.3336,0.2845,0.3553,1,0.0433,19,1.88,6,0.8,6,0.8,6,1.2,6,1.2,1931.9854999999998,3509.7200000000003,105.32190543054455,0.0
1,0.293,0.061,1,0.312,0.0532,2,0.6097,0.0749,3,0.6101,0.0645,0.2082,0.3662,0.1705,0.39,0.1228,0.5081,0.1057,0.5084,2,0.1538,7,1.8,2,0.8,2,0.8,7,1.2,7,1.2,18.5838,30.610000000000007,6.297731149319194,0.0
2,0.2003,0.0305,2,0.2165,0.0284,1,0.0005,0.0026,1,0.0005,0.0026,0.1523,0.2504,0.1312,0.2706,5.2,0.0004,5.2,0.0004,1,0.1041,6,0.4,5,0.8,5,0.8,4,1.2,4,1.2,12.238400000000002,36.305,12.936480829154508,0.0
64,0.7349,0.1257,64,0.7288,0.1255,64,1.1405,0.1971,64,1.1387,0.1932,0.171,0.9186,0.1722,0.911,0.1728,0.9504,0.1697,0.9489,0,0.2039,256,8.0,4,0.8,4,0.8,4,1.2,4,1.2,2909.1021276595743,4068.2,30.722858474700946,42.86912751677852
3,0.6215,0.0918,3,0.5868,0.0901,4,1.0493,0.1558,4,1.0462,0.1542,0.1477,0.7769,0.1535,0.7335,0.1485,0.8744,0.1474,0.8718,1,0.2221,14,3.3,3,0.8,3,0.8,5,1.2,5,1.2,49.0595,94.03900000000002,13.49549176221982,0.0
4,0.262,0.0889,8,0.2667,0.0866,6,0.3889,0.1284,6,0.3932,0.1347,0.3393,0.3275,0.3247,0.3334,0.3302,0.3241,0.3426,0.3277,4,0.0634,24,3.6,4,0.8,4,0.8,6,1.2,6,1.2,5474.3128813559315,8403.32,309.994911779067,26.75925925925926
1,0.4269,0.0652,1,0.3813,0.0685,3,1.005,0.1099,4,1.0205,0.1221,0.1527,0.5336,0.1796,0.4766,0.1094,0.8375,0.1196,0.8504,3,0.3048,9,2.8,2,0.8,2,0.8,7,1.2,7,1.2,30.294199999999996,81.18500000000009,7.212334263584168,0.0
1,0.0989,0.0246,1,0.1158,0.0324,1,0.1005,0.028,1,0.1042,0.0255,0.2487,0.1236,0.2798,0.1448,0.2786,0.0838,0.2447,0.0868,0,0.0066,4,0.4,5,0.8,5,0.8,5,1.2,5,1.2,9.938399999999998,33.56800000000003,5.721948434904307,0.0
6,0.6943,0.1433,6,0.7125,0.1409,5,0.6505,0.1337,5,0.648,0.1411,0.2064,0.8679,0.1978,0.8906,0.2055,0.5421,0.2177,0.54,1,0.0278,22,10.5,4,0.8,4,0.8,4,1.2,4,1.2,5418.115333333333,8193.12,81.5284851866616,54.660700969425804
64,0.7237,0.116,64,0.7112,0.1149,2,0.5874,0.0959,2,0.6091,0.1079,0.1603,0.9046,0.1616,0.889,0.1633,0.4895,0.1771,0.5076,62,0.0603,132,3.0,5,0.8,5,0.8,3,1.2,3,1.2,763.9583908045978,1005.98,10.737407364278248,7.686567164179105
13,0.3406,0.1145,12,0.3342,0.1041,8,0.3149,0.1089,9,0.3129,0.1028,0.3362,0.4258,0.3115,0.4178,0.3458,0.2624,0.3285,0.2608,5,0.012,42,2.48,3,0.8,3,0.8,3,1.2,3,1.2,4225.958441558442,6910.599999999999,217.00673473091018,14.023297491039427
1,0.0006,0.0028,1,0.0008,0.004,64,1.1184,0.1047,64,1.1125,0.1088,4.6667,0.0007,5.0,0.001,0.0936,0.932,0.0978,0.9271,63,0.5574,130,2.4,2,0.8,2,0.8,7,1.2,7,1.2,434.7307216494845,704.04,9.27996413685339,1.8630647414997672
1,0.1131,0.0255,1,0.0986,0.0234,1,0.0961,0.0266,1,0.1097,0.0264,0.2255,0.1414,0.2373,0.1232,0.2768,0.0801,0.2407,0.0914,0,0.0072,4,0.4,4,0.8,4,0.8,5,1.2,5,1.2,9.3082,24.770000000000035,4.979756222600394,0.0
64,0.7343,0.1166,64,0.7349,0.1158,5,0.8951,0.1511,6,0.8984,0.1612,0.1588,0.9179,0.1576,0.9186,0.1688,0.7459,0.1794,0.7487,59,0.0811,139,7.5,4,0.8,4,0.8,4,1.2,4,1.2,4436.348541666666,6694.1900000000005,61.55688495848958,39.37360178970917
4,0.5448,0.1025,4,0.5816,0.1147,64,1.1435,0.1851,64,1.1433,0.1884,0.1881,0.681,0.1972,0.727,0.1619,0.9529,0.1648,0.9528,60,0.2904,136,4.2,3,0.8,3,0.8,5,1.2,5,1.2,581.5983,1241.1200000000001,22.597309852396062,11.194029850746269
4,0.2423,0.0783,5,0.2422,0.0736,6,0.3743,0.1233,6,0.3841,0.1147,0.3232,0.3029,0.3039,0.3027,0.3294,0.3119,0.2986,0.3201,2,0.0686,21,2.16,3,0.8,3,0.8,5,1.2,5,1.2,3968.2387640449438,6555.84,189.36182541214978,9.5679012345679
1,0.1821,0.0385,1,0.2244,0.0492,4,1.0259,0.0903,4,1.0094,0.0995,0.2114,0.2276,0.2193,0.2805,0.088,0.8549,0.0986,0.8412,3,0.4075,10,2.4,2,0.8,2,0.8,7,1.2,7,1.2,29.722299999999997,57.53100000000001,7.689049926062282,0.0
1,0.1142,0.0234,1,0.0999,0.0257,2,0.1468,0.0293,2,0.1623,0.0273,0.2049,0.1427,0.2573,0.1249,0.1996,0.1223,0.1682,0.1352,1,0.0249,6,0.5,4,0.8,4,0.8,4,1.2,4,1.2,12.683700000000002,25.703,7.64777597524246,0.0
64,0.7392,0.137,64,0.7272,0.1366,25,0.7584,0.212,24,0.7716,0.2108,0.1853,0.924,0.1878,0.909,0.2795,0.632,0.2732,0.643,40,0.0171,177,10.5,4,0.8,4,0.8,4,1.2,4,1.2,5449.985,8231.08,138.66510856585413,61.87280281240013
64,0.718,0.1209,64,0.7174,0.1151,9,1.0492,0.2008,9,1.0494,0.1875,0.1684,0.8975,0.1604,0.8968,0.1914,0.8743,0.1787,0.8745,55,0.1658,146,3.9,4,0.8,4,0.8,5,1.2,5,1.2,886.5085365853658,1278.09,10.795877558066918,4.965556831228473
10,0.5187,0.1368,9,0.5099,0.1427,6,0.2082,0.068,3,0.2016,0.0589,0.2637,0.6484,0.2799,0.6374,0.3266,0.1735,0.2922,0.168,7,0.1547,28,2.94,5,0.8,5,0.8,3,1.2,3,1.2,4738.169032258064,7478.46,223.09330877116224,16.250944822373395
1,0.1446,0.0338,1,0.1568,0.037,7,1.0449,0.1699,7,1.0577,0.1573,0.2337,0.1808,0.236,0.196,0.1626,0.8708,0.1487,0.8814,6,0.4503,16,2.4,2,0.8,2,0.8,7,1.2,7,1.2,38.9952,84.13300000000001,9.988391260266026,0.0
3,0.2116,0.0273,2,0.2049,0.0286,1,0.0548,0.0227,1,0.0468,0.0219,0.129,0.2645,0.1396,0.2561,0.4142,0.0457,0.4679,0.039,2,0.0788,7,0.5,5,0.8,5,0.8,4,1.2,4,1.2,16.541800000000002,52.302000000000106,9.426300220101746,0.0
24,0.5895,0.1604,24,0.5795,0.1613,9,0.8126,0.2521,9,0.844,0.2411,0.2721,0.7369,0.2783,0.7244,0.3102,0.6772,0.2857,0.7033,15,0.1225,66,12.0,4,0.8,4,0.8,4,1.2,4,1.2,4839.536999999999,7642.76,87.39005102790033,67.59880686055183
64,0.7354,0.1252,64,0.7372,0.1213,3,0.4426,0.092,2,0.4463,0.0997,0.1702,0.9192,0.1645,0.9215,0.2079,0.3688,0.2234,0.3719,62,0.1459,133,4.2,4,0.8,4,0.8,3,1.2,3,1.2,1113.1322222222223,1496.4,20.617581549969433,39.01918976545842
6,0.2029,0.0792,4,0.183,0.0825,7,0.438,0.1685,7,0.4442,0.1744,0.3903,0.2536,0.4508,0.2288,0.3847,0.365,0.3926,0.3702,3,0.1243,24,4.14,3,0.8,3,0.8,6,1.2,6,1.2,5876.408,9077.1,336.0255552128076,31.07890499194847
1,0.1527,0.044,1,0.1495,0.0507,64,1.1129,0.1625,64,1.1054,0.1407,0.2881,0.1909,0.3391,0.1869,0.146,0.9274,0.1273,0.9212,63,0.479,130,2.7,1,0.8,1,0.8,8,1.2,8,1.2,433.54414893617025,672.56,11.900404955633608,2.2802653399668324
1,0.056,0.0221,1,0.0557,0.0227,2,0.2034,0.0233,2,0.2059,0.0235,0.3946,0.07,0.4075,0.0696,0.1146,0.1695,0.1141,0.1716,1,0.0744,6,0.5,5,0.8,5,0.8,4,1.2,4,1.2,11.522400000000003,28.01900000000001,5.61000231753034,0.0
3,0.459,0.098,4,0.4576,0.0965,5,0.8136,0.1687,5,0.8443,0.168,0.2135,0.5738,0.2109,0.572,0.2074,0.678,0.199,0.7036,2,0.1856,17,12.5,4,0.8,4,0.8,4,1.2,4,1.2,5491.935135135135,8796.24,133.7832418159679,70.034905575942
64,0.7115,0.1244,64,0.7239,0.1258,7,0.9352,0.1911,7,0.8983,0.1923,0.1748,0.8894,0.1738,0.9049,0.2043,0.7793,0.2141,0.7486,57,0.1005,142,4.2,5,0.8,5,0.8,4,1.2,4,1.2,1906.4889743589745,3284.29,30.51604777524643,10.794243070362473
7,0.3401,0.115,7,0.3498,0.1169,3,0.2611,0.0865,4,0.2416,0.0833,0.3381,0.4251,0.3342,0.4372,0.3313,0.2176,0.3448,0.2013,4,0.0474,21,3.42,6,0.8,6,0.8,5,1.2,5,1.2,5838.875,8759.9,250.28305885126645,14.067576348278102
64,0.7168,0.0996,64,0.7255,0.0934,1,0.1591,0.0428,1,0.1424,0.0421,0.139,0.896,0.1287,0.9069,0.269,0.1326,0.2956,0.1187,63,0.2853,130,2.1,7,0.8,7,0.8,2,1.2,2,1.2,788.5797701149426,1011.82,11.771784785970912,11.034115138592751
3,0.2101,0.0273,2,0.2079,0.0277,2,0.0509,0.0223,1,0.0521,0.0222,0.1299,0.2626,0.1332,0.2599,0.4381,0.0424,0.4261,0.0434,2,0.0788,8,0.5,5,0.8,5,0.8,4,1.2,4,1.2,14.110099999999997,38.33000000000001,9.47624659363473,0.0
64,0.7345,0.1262,64,0.7447,0.1246,4,0.8355,0.163,4,0.8349,0.164,0.1718,0.9181,0.1673,0.9309,0.1951,0.6962,0.1964,0.6958,60,0.0479,136,8.5,4,0.8,4,0.8,4,1.2,4,1.2,4762.635675675675,7255.0,79.2885358637539,46.163968943282015
64,0.7189,0.1076,64,0.7259,0.1111,4,0.9301,0.1465,4,0.8752,0.1464,0.1497,0.8986,0.1531,0.9074,0.1575,0.7751,0.1673,0.7293,60,0.0922,136,3.9,3,0.8,3,0.8,5,1.2,5,1.2,942.8984415584415,1307.72,16.293236253537128,11.538461538461538
4,0.2534,0.0903,4,0.2457,0.0839,7,0.3172,0.1028,8,0.3187,0.1126,0.3564,0.3167,0.3415,0.3071,0.3241,0.2643,0.3533,0.2656,4,0.0343,23,3.84,4,0.8,4,0.8,6,1.2,6,1.2,6049.395192307692,9018.52,317.9237484755028,21.03587962962963
64,0.7262,0.1133,64,0.7215,0.1128,1,0.1315,0.0378,1,0.1691,0.0443,0.156,0.9078,0.1563,0.9019,0.2875,0.1096,0.262,0.1409,63,0.2871,130,2.4,7,0.8,7,0.8,2,1.2,2,1.2,829.1212987012987,992.5999999999999,12.978078826794418,21.595149253731343
1,0.1131,0.027,1,0.1,0.023,2,0.1526,0.0267,2,0.1564,0.0287,0.2387,0.1414,0.23,0.125,0.175,0.1272,0.1835,0.1303,1,0.0245,6,0.5,5,0.8,5,0.8,5,1.2,5,1.2,12.051699999999999,29.67200000000004,5.992884945996276,0.0
31,0.6776,0.1483,31,0.6893,0.1412,10,0.8363,0.2253,10,0.8428,0.2218,0.2189,0.847,0.2048,0.8616,0.2694,0.6969,0.2632,0.7023,21,0.0782,82,12.5,4,0.8,4,0.8,4,1.2,4,1.2,5264.639999999999,8157.96,85.7659372162111,58.95302013422818
64,0.7312,0.1243,64,0.7286,0.1219,1,0.147,0.0496,1,0.1509,0.0462,0.17,0.914,0.1673,0.9108,0.3374,0.1225,0.3062,0.1258,63,0.2905,130,3.6,5,0.8,5,0.8,3,1.2,3,1.2,882.7419298245615,1032.52,12.97346487420442,46.4863184079602
9,0.2525,0.0754,8,0.2469,0.0764,8,0.2926,0.0894,7,0.2882,0.0912,0.2986,0.3156,0.3094,0.3086,0.3055,0.2438,0.3164,0.2402,2,0.0205,32,1.14,5,0.8,5,0.8,5,1.2,5,1.2,491.1971,972.2800000000002,95.7738441611399,0.0
64,0.7181,0.1013,64,0.7232,0.1072,0,0.0,0.0,0,0.0,0.0,0.1411,0.8976,0.1482,0.904,0.0,0.0,0.0,0.0,64,0.3603,128,2.0,7,0.8,7,0.8,2,1.2,2,1.2,918.8927272727274,1189.3999999999999,23.26637032328292,20.893854748603353
3,0.3028,0.0439,3,0.31,0.0414,1,0.0533,0.0286,1,0.0466,0.0294,0.145,0.3785,0.1335,0.3875,0.5366,0.0444,0.6309,0.0388,2,0.1283,8,0.7,5,0.8,5,0.8,5,1.2,5,1.2,20.180699999999998,55.358000000000025,12.334845677451732,0.0
9,0.6089,0.1299,9,0.6001,0.1347,64,1.1372,0.196,64,1.1383,0.1957,0.2133,0.7611,0.2245,0.7501,0.1724,0.9477,0.1719,0.9486,55,0.2666,146,10.5,4,0.8,4,0.8,4,1.2,4,1.2,4264.8382,6677.61,92.02285739694834,54.20262064557366
64,0.716,0.1107,64,0.7201,0.1083,7,1.0561,0.1554,7,1.0524,0.1573,0.1546,0.895,0.1504,0.9001,0.1471,0.8801,0.1495,0.877,57,0.1681,142,3.9,3,0.8,3,0.8,4,1.2,4,1.2,821.8708333333333,1119.38,15.282199632708169,5.109070034443168
12,0.2928,0.1031,12,0.2815,0.1005,7,0.2378,0.0822,13,0.2468,0.092,0.3521,0.366,0.357,0.3519,0.3457,0.1982,0.3728,0.2057,6,0.023,44,4.08,4,0.8,4,0.8,4,1.2,4,1.2,6387.4858695652165,9374.35,314.10540104343767,18.572984749455337
64,0.74,0.0891,64,0.7246,0.0945,0,0.0,0.0,0,0.0,0.0,0.1204,0.925,0.1304,0.9058,0.0,0.0,0.0,0.0,64,0.3662,128,2.0,8,0.8,8,0.8,1,1.2,1,1.2,784.4982191780821,967.12,9.14723459863472,20.782122905027933
2,0.1101,0.0334,1,0.1037,0.0347,2,0.1653,0.0255,2,0.1431,0.0233,0.3034,0.1376,0.3346,0.1296,0.1543,0.1378,0.1628,0.1192,1,0.025,7,0.5,5,0.8,5,0.8,5,1.2,5,1.2,12.6831,26.44500000000002,6.23968427483929,0.0
64,0.7343,0.1262,64,0.7385,0.1294,6,0.8187,0.1525,6,0.8608,0.1741,0.1719,0.9179,0.1752,0.9231,0.1863,0.6822,0.2023,0.7173,58,0.0538,140,9.0,4,0.8,4,0.8,4,1.2,4,1.2,4644.020645161291,7137.8,82.9829619707088,56.002982848620434
38,0.7159,0.105,37,0.7104,0.0992,3,0.8994,0.1254,3,0.9072,0.1223,0.1467,0.8949,0.1396,0.888,0.1394,0.7495,0.1348,0.756,35,0.0951,81,3.3,4,0.8,4,0.8,5,1.2,5,1.2,343.389,622.09,11.361691194033327,0.0
6,0.3748,0.1093,7,0.3579,0.0983,6,0.346,0.0961,5,0.3576,0.0998,0.2916,0.4685,0.2747,0.4474,0.2777,0.2883,0.2791,0.298,2,0.0103,24,2.94,4,0.8,4,0.8,5,1.2,5,1.2,4453.953134328358,7275.92,181.1341105678383,10.846560846560847
1,0.294,0.055,1,0.3145,0.0549,2,0.6057,0.0618,3,0.6217,0.0588,0.1871,0.3675,0.1746,0.3931,0.102,0.5048,0.0946,0.5181,2,0.155,7,1.8,2,0.8,2,0.8,7,1.2,7,1.2,19.355599999999995,41.608000000000004,7.102406694820835,0.0
2,0.2503,0.0438,3,0.2606,0.039,1,0.0469,0.0241,1,0.0532,0.0252,0.175,0.3129,0.1497,0.3258,0.5139,0.0391,0.4737,0.0443,2,0.1028,7,0.6,4,0.8,4,0.8,4,1.2,4,1.2,16.7724,48.527000000000015,9.082955156786346,0.0
64,0.736,0.1315,64,0.7417,0.1331,4,0.7648,0.1518,3,0.7118,0.1392,0.1787,0.92,0.1795,0.9271,0.1985,0.6373,0.1956,0.5932,61,0.0188,135,9.0,4,0.8,4,0.8,4,1.2,4,1.2,4667.612647058824,7341.46,67.78055428811774,48.806860551827
64,0.7166,0.1034,64,0.7272,0.1059,2,0.6272,0.0951,2,0.578,0.0863,0.1443,0.8958,0.1456,0.909,0.1516,0.5227,0.1493,0.4817,62,0.0622,132,3.0,5,0.8,5,0.8,4,1.2,4,1.2,764.938625,1029.6099999999997,11.29294508089463,7.537313432835821
9,0.3194,0.0861,9,0.3218,0.0931,4,0.1867,0.0596,5,0.1987,0.0604,0.2696,0.3992,0.2893,0.4022,0.3192,0.1556,0.304,0.1656,5,0.0641,27,1.06,5,0.8,5,0.8,4,1.2,4,1.2,279.7758,867.0300000000005,91.2077252036567,0.0
0,0.0,0.0,0,0.0,0.0,64,1.1152,0.1088,64,1.1232,0.1175,0.0,0.0,0.0,0.0,0.0976,0.9293,0.1046,0.936,64,0.5596,128,2.4,1,0.8,1,0.8,8,1.2,8,1.2,419.6981052631579,651.06,9.349652790345605,2.467411545623836
2,0.2067,0.0315,2,0.2029,0.0341,2,0.1587,0.0362,2,0.1419,0.0273,0.1524,0.2584,0.1681,0.2536,0.2281,0.1322,0.1924,0.1182,0,0.0279,8,0.7,4,0.8,4,0.8,5,1.2,5,1.2,15.2454,43.904,9.03199165236752,0.0
5,0.618,0.1376,5,0.6085,0.1409,6,0.756,0.1638,5,0.7466,0.1551,0.2227,0.7725,0.2316,0.7606,0.2167,0.63,0.2077,0.6222,1,0.0692,21,10.5,4,0.8,4,0.8,4,1.2,4,1.2,5052.739142857143,8158.2,84.7826681698447,56.7913071268776
64,0.719,0.1171,64,0.7122,0.1223,42,1.1378,0.2,42,1.1398,0.1977,0.1629,0.8988,0.1717,0.8902,0.1758,0.9482,0.1735,0.9498,22,0.2116,212,4.2,5,0.8,5,0.8,5,1.2,5,1.2,835.3383720930233,1246.3,12.91228422145178,4.957356076759062
8,0.3599,0.1282,9,0.38,0.1267,5,0.2255,0.0745,5,0.2442,0.0784,0.3562,0.4499,0.3334,0.475,0.3304,0.1879,0.321,0.2035,4,0.0682,27,3.72,5,0.8,5,0.8,3,1.2,3,1.2,5910.012500000001,8869.33,268.6485842836256,12.873357228195939
38,0.7121,0.0796,38,0.7184,0.0864,2,0.4647,0.0654,2,0.4468,0.0647,0.1118,0.8901,0.1203,0.898,0.1407,0.3873,0.1448,0.3723,36,0.1299,80,2.4,8,0.8,8,0.8,1,1.2,1,1.2,342.37339999999995,645.2100000000002,17.174368640361728,0.046641791044776115
1,0.0543,0.0188,1,0.0558,0.0189,2,0.1548,0.0286,2,0.1481,0.0321,0.3462,0.0679,0.3387,0.0697,0.1848,0.129,0.2167,0.1234,1,0.0483,6,0.4,5,0.8,5,0.8,4,1.2,4,1.2,10.3504,29.01900000000001,5.928472773388316,0.0
14,0.5904,0.1798,14,0.6099,0.1787,64,1.0466,0.2521,64,1.0597,0.2416,0.3045,0.738,0.293,0.7624,0.2409,0.8722,0.228,0.8831,50,0.2267,156,10.5,4,0.8,4,0.8,4,1.2,4,1.2,4461.639166666667,6222.31,87.9398342586371,56.152125279642064
3,0.4509,0.0802,3,0.4557,0.0796,64,1.1487,0.171,64,1.1481,0.174,0.1779,0.5636,0.1747,0.5696,0.1489,0.9572,0.1516,0.9568,61,0.3476,134,3.9,4,0.8,4,0.8,5,1.2,5,1.2,57.699400000000004,141.33000000000015,11.242178251471277,14.092996555683124
7,0.4659,0.1241,7,0.4568,0.1262,6,0.3931,0.1035,7,0.3877,0.1047,0.2664,0.5824,0.2763,0.571,0.2633,0.3276,0.2701,0.3231,1,0.0357,27,1.76,6,0.8,6,0.8,6,1.2,6,1.2,350.5546,663.5000000000002,66.61948569316095,0.6944444444444444
