src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Jitter_ms,Label_Loss_Rate,src1_port2_mbps_cv,src1_port3_mbps_cv,src1_port4_mbps_cv,src1_port5_mbps_cv,src1_port2_load_util,src1_port3_load_util,src1_port4_load_util,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Label_Class
64,0.7572,0.1144,64,0.7577,0.1157,4,0.7786,0.1341,4,0.7999,0.1413,4.8,5,0.8,5,0.8,7,1.2,7,1.2,2008.49,29.735515764827127,18.13314711359404,0.1511,0.1527,0.1722,0.1766,0.9465,0.9471,0.6488,0.6666,60,0.0176,136,1
41,0.7528,0.1195,40,0.7519,0.1173,2,0.3907,0.0689,2,0.4088,0.0847,2.4,4,0.8,4,0.8,2,1.2,2,1.2,342.855,15.676276527445614,0.0,0.1587,0.156,0.1764,0.2072,0.941,0.9399,0.3256,0.3407,39,0.1764,85,2
64,0.732,0.1176,64,0.7265,0.1222,64,1.0752,0.1932,64,1.0584,0.1953,4.8,7,0.8,7,0.8,6,1.2,6,1.2,2304.922,30.90056692810399,12.246798603026775,0.1607,0.1682,0.1797,0.1845,0.915,0.9081,0.896,0.882,0,0.1689,256,1
0,0.0,0.0,0,0.0,0.0,48,1.1508,0.1576,49,1.1466,0.1595,2.4,1,0.8,1,0.8,7,1.2,7,1.2,292.181,18.26468765865105,0.0,0.0,0.0,0.1369,0.1391,0.0,0.0,0.959,0.9555,49,0.5744,97,2
3,0.7022,0.1058,4,0.6984,0.1047,3,0.5056,0.0893,3,0.4945,0.0819,2.4,4,0.8,4,0.8,2,1.2,2,1.2,64.652,14.2881197338504,0.0,0.1507,0.1499,0.1766,0.1656,0.8778,0.873,0.4213,0.4121,1,0.1002,13,0
2,0.2921,0.0574,2,0.3087,0.0577,4,0.9084,0.1407,5,0.8912,0.1408,2.4,6,0.8,6,0.8,8,1.2,8,1.2,54.994,15.07080531547677,0.0,0.1965,0.1869,0.1549,0.158,0.3651,0.3859,0.757,0.7427,3,0.2998,13,0
1,0.0503,0.0246,1,0.0491,0.0258,5,0.5483,0.0811,5,0.5578,0.0795,1.2,1,0.8,1,0.8,3,1.2,3,1.2,38.713,17.88479974761354,0.0,0.4891,0.5255,0.1479,0.1425,0.0629,0.0614,0.4569,0.4648,4,0.2517,12,0
13,0.5963,0.1419,13,0.5994,0.1381,64,1.1137,0.2043,64,1.1067,0.2131,3.6,2,0.8,2,0.8,5,1.2,5,1.2,650.672,11.552412297282528,0.808457711442786,0.238,0.2304,0.1834,0.1926,0.7454,0.7492,0.9281,0.9222,51,0.2562,154,2
16,0.7243,0.1097,16,0.7171,0.1191,11,1.0127,0.1705,11,1.0163,0.1629,4.8,6,0.8,6,0.8,5,1.2,5,1.2,2978.307,39.21111508169185,10.195530726256983,0.1515,0.1661,0.1684,0.1603,0.9054,0.8964,0.8439,0.8469,5,0.1469,54,2
3,0.5559,0.0835,4,0.5705,0.0908,17,1.1223,0.1694,16,1.1266,0.1667,3.6,3,0.8,3,0.8,4,1.2,4,1.2,478.119,11.63938056537518,0.0,0.1502,0.1592,0.1509,0.148,0.6949,0.7131,0.9353,0.9388,14,0.2807,40,2
9,0.6267,0.117,9,0.628,0.1209,64,1.1418,0.1882,64,1.1439,0.1871,4.8,3,0.8,3,0.8,5,1.2,5,1.2,2295.037,29.79404007151507,11.362048894062864,0.1867,0.1925,0.1648,0.1636,0.7834,0.785,0.9515,0.9532,55,0.2578,146,1
3,0.3527,0.0522,3,0.3508,0.0524,3,0.2465,0.048,3,0.2535,0.0528,1.2,5,0.8,5,0.8,4,1.2,4,1.2,49.17,15.408936850219767,0.0,0.148,0.1494,0.1947,0.2083,0.4409,0.4385,0.2054,0.2112,0,0.0509,12,0
1,0.1834,0.0428,1,0.2192,0.0488,5,0.992,0.147,6,1.0158,0.1392,2.4,8,0.8,8,0.8,7,1.2,7,1.2,53.408,16.20587720002053,0.0,0.2334,0.2226,0.1482,0.137,0.2292,0.274,0.8267,0.8465,5,0.4016,13,0
2,0.3942,0.0724,2,0.4048,0.067,4,0.804,0.1308,4,0.7923,0.1243,2.4,8,0.8,8,0.8,6,1.2,6,1.2,59.855,13.735614472186745,0.0,0.1837,0.1655,0.1627,0.1569,0.4928,0.506,0.67,0.6602,2,0.1994,12,0
2,0.2977,0.0685,2,0.3028,0.0679,5,0.9133,0.1477,5,0.887,0.1405,2.4,3,0.8,3,0.8,7,1.2,7,1.2,74.176,15.104201427459808,0.0,0.2301,0.2242,0.1617,0.1584,0.3721,0.3785,0.7611,0.7392,3,0.3001,14,0
64,0.7565,0.1178,64,0.7543,0.1191,2,0.4566,0.0867,2,0.4417,0.0861,3.6,5,0.8,5,0.8,2,1.2,2,1.2,796.752,12.40974555713518,28.73134328358209,0.1557,0.1579,0.1899,0.1949,0.9456,0.9429,0.3805,0.3681,62,0.1532,132,1
2,0.156,0.0351,2,0.1457,0.0347,5,0.4461,0.0725,4,0.4539,0.073,1.2,5,0.8,5,0.8,6,1.2,6,1.2,32.02,18.724080660109472,0.0,0.225,0.2382,0.1625,0.1608,0.195,0.1821,0.3718,0.3783,3,0.1496,13,0
2,0.1411,0.0346,1,0.1596,0.0327,3,0.4642,0.0688,3,0.4417,0.0638,1.2,2,0.8,2,0.8,6,1.2,6,1.2,48.1,17.496097539715414,0.0,0.2452,0.2049,0.1482,0.1444,0.1764,0.1995,0.3868,0.3681,2,0.1517,9,0
3,0.2896,0.045,3,0.3152,0.0524,3,0.3036,0.0557,3,0.3025,0.0468,1.2,7,0.8,7,0.8,4,1.2,4,1.2,42.077,17.50691476332451,0.0,0.1554,0.1662,0.1835,0.1547,0.362,0.394,0.253,0.2521,0,0.0091,12,0
2,0.4124,0.0782,2,0.3877,0.0594,4,0.7818,0.1115,4,0.8217,0.1292,2.4,3,0.8,3,0.8,6,1.2,6,1.2,59.2,13.709703324441689,0.0,0.1896,0.1532,0.1426,0.1572,0.5155,0.4846,0.6515,0.6848,2,0.2015,12,0
2,0.1928,0.042,2,0.2094,0.0454,4,0.3996,0.0689,4,0.4037,0.0625,1.2,2,0.8,2,0.8,6,1.2,6,1.2,43.962,15.25530754291921,0.0,0.2178,0.2168,0.1724,0.1548,0.241,0.2618,0.333,0.3364,2,0.1005,12,0
64,0.7502,0.1139,64,0.7548,0.1187,4,0.84,0.1404,4,0.8364,0.1293,3.6,5,0.8,5,0.8,4,1.2,4,1.2,1049.649,13.125415405535428,0.3109452736318408,0.1518,0.1573,0.1671,0.1546,0.9378,0.9435,0.7,0.697,60,0.0429,136,2
0,0.0,0.0,0,0.0,0.0,6,0.6069,0.0866,6,0.5978,0.0869,1.2,1,0.8,1,0.8,7,1.2,7,1.2,52.096,20.77143442666651,0.0,0.0,0.0,0.1427,0.1454,0.0,0.0,0.5058,0.4982,6,0.3012,12,0
64,0.7541,0.1117,64,0.7574,0.1122,1,0.3008,0.0629,2,0.3006,0.0545,2.4,5,0.8,5,0.8,3,1.2,3,1.2,647.9,15.749749469232116,4.934823091247672,0.1481,0.1481,0.2091,0.1813,0.9426,0.9467,0.2507,0.2505,63,0.2275,131,2
10,0.7247,0.1172,11,0.7198,0.1124,4,1.0334,0.1705,5,1.0169,0.1662,3.6,8,0.8,8,0.8,8,1.2,8,1.2,460.511,10.636225671281474,0.0,0.1617,0.1562,0.165,0.1634,0.9059,0.8998,0.8612,0.8474,7,0.1516,30,2
64,0.7508,0.1241,64,0.752,0.125,1,0.1593,0.0416,1,0.1383,0.0405,3.6,5,0.8,5,0.8,1,1.2,1,1.2,944.471,15.097456990192716,38.090796019900495,0.1653,0.1662,0.2611,0.2928,0.9385,0.94,0.1328,0.1152,63,0.3014,130,1
33,0.7505,0.1313,32,0.7448,0.1391,22,1.0991,0.2062,22,1.1014,0.2055,4.8,3,0.8,3,0.8,4,1.2,4,1.2,2382.483,32.09967472182042,8.961824953445065,0.175,0.1868,0.1876,0.1866,0.9381,0.931,0.9159,0.9178,11,0.1763,109,2
39,0.7554,0.1094,39,0.7549,0.1096,2,0.3911,0.0714,2,0.4128,0.0639,2.4,6,0.8,6,0.8,3,1.2,3,1.2,331.085,16.91917590899168,0.0,0.1448,0.1452,0.1826,0.1548,0.9442,0.9436,0.3259,0.344,37,0.1768,82,2
1,0.1617,0.04,1,0.138,0.0448,64,1.1441,0.1687,64,1.1439,0.1765,3.6,1,0.8,1,0.8,8,1.2,8,1.2,619.987,12.267861168716596,23.849502487562187,0.2474,0.3246,0.1475,0.1543,0.2021,0.1725,0.9534,0.9532,63,0.4971,130,1
3,0.2509,0.0413,2,0.2499,0.0493,3,0.3603,0.057,4,0.3424,0.0585,1.2,3,0.8,3,0.8,7,1.2,7,1.2,44.341,16.904307635587525,0.0,0.1646,0.1973,0.1582,0.1709,0.3136,0.3124,0.3002,0.2853,2,0.0509,12,0
3,0.2467,0.0533,2,0.2537,0.0493,3,0.3694,0.0627,3,0.3342,0.0499,1.2,2,0.8,2,0.8,7,1.2,7,1.2,42.99,15.181879993148446,0.0,0.2161,0.1943,0.1697,0.1493,0.3084,0.3171,0.3078,0.2785,1,0.0524,11,0
64,0.7589,0.1139,64,0.7579,0.1173,2,0.4778,0.108,2,0.4636,0.1185,4.8,7,0.8,7,0.8,6,1.2,6,1.2,2064.226,48.888128384214326,35.614525139664806,0.1501,0.1548,0.226,0.2556,0.9486,0.9474,0.3982,0.3863,62,0.1439,132,1
4,0.3635,0.0607,3,0.3395,0.0513,3,0.2419,0.0493,3,0.2592,0.0473,1.2,4,0.8,4,0.8,2,1.2,2,1.2,49.506,17.603389167762312,0.0,0.167,0.1511,0.2038,0.1825,0.4544,0.4244,0.2016,0.216,1,0.0515,13,0
2,0.1988,0.0412,2,0.2024,0.0385,4,0.406,0.0654,3,0.4,0.0563,1.2,6,0.8,6,0.8,6,1.2,6,1.2,37.68,15.673335890743775,0.0,0.2072,0.1902,0.1611,0.1407,0.2485,0.253,0.3383,0.3333,2,0.1012,11,0
2,0.3103,0.046,3,0.2919,0.0528,2,0.3007,0.051,2,0.3031,0.0524,1.2,8,0.8,8,0.8,5,1.2,5,1.2,43.947,16.3482841962054,0.0,0.1482,0.1809,0.1696,0.1729,0.3879,0.3649,0.2506,0.2526,1,0.0066,9,0
64,0.7598,0.1032,64,0.7583,0.0953,21,1.0148,0.1562,21,1.0219,0.1424,4.8,1,0.8,1,0.8,1,1.2,1,1.2,2377.751,22.73968311510164,11.638733705772813,0.1358,0.1257,0.1539,0.1393,0.9498,0.9479,0.8457,0.8516,43,0.1297,170,1
3,0.5996,0.1122,3,0.6107,0.1103,64,1.1254,0.1835,63,1.1266,0.1852,4.8,4,0.8,4,0.8,8,1.2,8,1.2,2834.894,32.97094511983202,12.08100558659218,0.1871,0.1806,0.1631,0.1644,0.7495,0.7634,0.9378,0.9388,61,0.2605,133,1
2,0.4255,0.0665,2,0.414,0.0748,64,1.1501,0.1679,64,1.151,0.1623,4.8,3,0.8,3,0.8,5,1.2,5,1.2,2966.206,54.48168181308424,18.71508379888268,0.1563,0.1807,0.146,0.141,0.5319,0.5175,0.9584,0.9592,62,0.3654,132,1
2,0.5771,0.1098,3,0.6003,0.1072,34,1.1402,0.1983,35,1.136,0.2113,3.6,4,0.8,4,0.8,2,1.2,2,1.2,150.557,12.670116716073371,0.0,0.1903,0.1786,0.1739,0.186,0.7214,0.7504,0.9502,0.9467,33,0.2748,74,2
34,0.7602,0.1116,34,0.7601,0.1118,2,0.4148,0.0748,2,0.3904,0.0682,2.4,2,0.8,2,0.8,2,1.2,2,1.2,59.66,17.18322702458024,0.0,0.1468,0.1471,0.1803,0.1747,0.9502,0.9501,0.3457,0.3253,32,0.179,72,2
3,0.4043,0.0631,3,0.3961,0.0652,2,0.2065,0.0441,2,0.1982,0.0479,1.2,6,0.8,6,0.8,7,1.2,7,1.2,40.133,16.886655352711287,0.0,0.1561,0.1646,0.2136,0.2417,0.5054,0.4951,0.1721,0.1652,1,0.099,10,0
64,0.7567,0.119,64,0.7531,0.116,2,0.4551,0.0875,2,0.4266,0.0829,3.6,7,0.8,7,0.8,4,1.2,4,1.2,964.163,14.610809460599617,24.4092039800995,0.1573,0.154,0.1923,0.1943,0.9459,0.9414,0.3793,0.3555,62,0.1574,132,1
40,0.7525,0.1155,40,0.7537,0.1107,2,0.3855,0.0709,2,0.4142,0.0719,2.4,7,0.8,7,0.8,2,1.2,2,1.2,342.916,15.090325034291636,0.0,0.1535,0.1469,0.1839,0.1736,0.9406,0.9421,0.3213,0.3452,38,0.1769,84,2
3,0.3466,0.0596,3,0.3571,0.0529,2,0.2355,0.0412,2,0.2685,0.0551,1.2,6,0.8,6,0.8,5,1.2,5,1.2,43.385,16.209514583852467,0.0,0.172,0.1481,0.1749,0.2052,0.4332,0.4464,0.1962,0.2238,1,0.0514,10,0
64,0.7537,0.125,64,0.7515,0.1188,2,0.4277,0.0961,2,0.4419,0.0963,4.8,6,0.8,6,0.8,1,1.2,1,1.2,3146.157,54.9451104869448,35.98696461824954,0.1658,0.1581,0.2247,0.2179,0.9421,0.9394,0.3564,0.3682,62,0.159,132,1
64,0.7537,0.1128,64,0.7557,0.1186,2,0.4778,0.0882,2,0.4226,0.0839,4.8,4,0.8,4,0.8,3,1.2,3,1.2,3030.304,47.49532995763664,35.98696461824954,0.1497,0.1569,0.1846,0.1985,0.9421,0.9446,0.3982,0.3522,62,0.1535,132,1
3,0.598,0.0937,3,0.6012,0.092,3,0.5939,0.0973,3,0.6066,0.0984,2.4,2,0.8,2,0.8,2,1.2,2,1.2,57.64,14.034987949621666,0.0,0.1567,0.153,0.1638,0.1622,0.7475,0.7515,0.4949,0.5055,0,0.0046,12,0
6,0.5539,0.0881,6,0.5457,0.0891,1,0.052,0.024,1,0.0485,0.021,1.2,6,0.8,6,0.8,2,1.2,2,1.2,41.952,23.21491436064852,0.0,0.1591,0.1633,0.4615,0.433,0.6924,0.6821,0.0433,0.0404,5,0.2498,14,0
3,0.2996,0.0534,3,0.3004,0.0593,3,0.2899,0.0635,3,0.3098,0.0668,1.2,6,0.8,6,0.8,3,1.2,3,1.2,18.842,16.0638040825958,0.0,0.1782,0.1974,0.219,0.2156,0.3745,0.3755,0.2416,0.2582,0,0.007,12,0
3,0.2032,0.0409,2,0.1987,0.0392,4,0.4015,0.0601,3,0.4032,0.0638,1.2,4,0.8,4,0.8,6,1.2,6,1.2,43.408,15.828045160320718,0.0,0.2013,0.1973,0.1497,0.1582,0.254,0.2484,0.3346,0.336,2,0.1007,12,0
64,0.7528,0.1183,64,0.7556,0.1173,2,0.4248,0.0881,2,0.4196,0.0973,4.8,8,0.8,8,0.8,8,1.2,8,1.2,2913.945,30.55890208164008,23.044692737430168,0.1571,0.1552,0.2074,0.2319,0.941,0.9445,0.354,0.3497,62,0.166,132,1
10,0.5882,0.1241,9,0.585,0.1235,43,1.1219,0.1966,43,1.1187,0.2017,4.8,2,0.8,2,0.8,4,1.2,4,1.2,2791.029,39.8992827390757,12.593109869646185,0.211,0.2111,0.1752,0.1803,0.7352,0.7312,0.9349,0.9322,34,0.2669,105,2
64,0.7586,0.1091,64,0.7557,0.1141,2,0.2906,0.0559,2,0.3149,0.0734,4.8,4,0.8,4,0.8,1,1.2,1,1.2,2486.392,52.10251741551502,44.203910614525135,0.1438,0.151,0.1924,0.2331,0.9482,0.9446,0.2422,0.2624,62,0.2274,132,1
6,0.5506,0.0882,5,0.5496,0.092,1,0.0519,0.0231,1,0.0481,0.0248,1.2,8,0.8,8,0.8,1,1.2,1,1.2,31.186,24.79731830018881,0.0,0.1602,0.1674,0.4451,0.5156,0.6882,0.687,0.0433,0.0401,5,0.2501,13,0
64,0.7465,0.1233,64,0.7485,0.1269,3,0.6251,0.1304,3,0.6467,0.1559,4.8,4,0.8,4,0.8,2,1.2,2,1.2,2900.84,34.45384405443489,28.18901303538175,0.1652,0.1695,0.2086,0.2411,0.9331,0.9356,0.5209,0.5389,61,0.0563,134,1
64,0.7566,0.1124,64,0.7535,0.1112,1,0.2841,0.0709,1,0.3064,0.0607,3.6,3,0.8,3,0.8,2,1.2,2,1.2,895.576,14.085298851648782,36.03855721393035,0.1486,0.1476,0.2496,0.1981,0.9458,0.9419,0.2368,0.2553,63,0.23,130,1
4,0.4002,0.0581,4,0.4017,0.0596,2,0.1983,0.0417,2,0.2009,0.0404,1.2,4,0.8,4,0.8,2,1.2,2,1.2,48.895,17.177401947425672,0.0,0.1452,0.1484,0.2103,0.2011,0.5002,0.5021,0.1652,0.1674,2,0.1007,12,0
4,0.3473,0.0573,4,0.3556,0.057,3,0.2504,0.0472,2,0.252,0.0507,1.2,2,0.8,2,0.8,4,1.2,4,1.2,50.371,16.852790398251212,0.0,0.165,0.1603,0.1885,0.2012,0.4341,0.4445,0.2087,0.21,2,0.0502,13,0
56,0.7556,0.1222,56,0.7564,0.1175,57,1.1182,0.1841,58,1.1106,0.1888,4.8,2,0.8,2,0.8,6,1.2,6,1.2,1901.45,26.73725548443593,6.075418994413408,0.1617,0.1553,0.1646,0.17,0.9445,0.9455,0.9318,0.9255,2,0.1792,227,2
3,0.3415,0.0521,3,0.3604,0.0592,3,0.2621,0.0478,2,0.2423,0.0419,1.2,5,0.8,5,0.8,8,1.2,8,1.2,38.146,16.80635124856224,0.0,0.1526,0.1643,0.1824,0.1729,0.4269,0.4505,0.2184,0.2019,1,0.0503,11,0
64,0.7523,0.1196,64,0.7545,0.1203,3,0.7288,0.1587,3,0.755,0.1635,4.8,7,0.8,7,0.8,5,1.2,5,1.2,3175.892,37.4239860791609,18.13314711359404,0.159,0.1594,0.2178,0.2166,0.9404,0.9431,0.6073,0.6292,61,0.0109,134,1
3,0.4948,0.093,3,0.4878,0.0969,64,1.1489,0.1725,64,1.1503,0.1683,4.8,4,0.8,4,0.8,7,1.2,7,1.2,2055.868,31.588038787563764,19.39464493597206,0.188,0.1986,0.1501,0.1463,0.6185,0.6098,0.9574,0.9586,61,0.3292,134,1
64,0.7522,0.1186,64,0.7527,0.1181,2,0.3152,0.0753,2,0.2835,0.0594,2.4,6,0.8,6,0.8,3,1.2,3,1.2,702.743,16.13700584057482,6.191806331471136,0.1577,0.1569,0.2389,0.2095,0.9402,0.9409,0.2627,0.2362,62,0.2268,132,1
64,0.752,0.1169,64,0.7561,0.1205,1,0.2005,0.0593,1,0.1989,0.0519,2.4,7,0.8,7,0.8,3,1.2,3,1.2,703.626,15.432473791352452,14.24581005586592,0.1555,0.1594,0.2958,0.2609,0.94,0.9451,0.1671,0.1658,63,0.2772,130,1
2,0.2006,0.0536,2,0.2028,0.0412,4,0.4137,0.0609,4,0.3947,0.0708,1.2,3,0.8,3,0.8,6,1.2,6,1.2,32.983,16.43296907068831,0.0,0.2672,0.2032,0.1472,0.1794,0.2507,0.2535,0.3448,0.3289,2,0.1015,12,0
64,0.7533,0.1146,64,0.7518,0.117,2,0.2992,0.0662,2,0.3003,0.0763,2.4,5,0.8,5,0.8,1,1.2,1,1.2,715.457,15.65229242267303,6.238361266294227,0.1521,0.1556,0.2213,0.2541,0.9416,0.9398,0.2493,0.2503,62,0.2264,132,1
2,0.3247,0.076,2,0.3025,0.0742,64,1.1435,0.1745,64,1.1467,0.171,4.8,2,0.8,2,0.8,5,1.2,5,1.2,2247.467,37.09122015858759,27.048417132216013,0.2341,0.2453,0.1526,0.1491,0.4059,0.3781,0.9529,0.9556,62,0.4158,132,1
1,0.0971,0.0319,1,0.1032,0.0344,6,1.0979,0.1731,6,1.0981,0.1736,2.4,1,0.8,1,0.8,8,1.2,8,1.2,67.604,16.550831728204123,0.0,0.3285,0.3333,0.1577,0.1581,0.1214,0.129,0.9149,0.9151,5,0.4989,14,0
64,0.7485,0.1355,64,0.7472,0.1279,2,0.2923,0.0629,2,0.3031,0.071,2.4,3,0.8,3,0.8,1,1.2,1,1.2,686.618,15.381369584655475,6.145251396648044,0.181,0.1712,0.2152,0.2342,0.9356,0.934,0.2436,0.2526,62,0.2251,132,1
4,0.4983,0.0694,4,0.5077,0.0753,1,0.1081,0.0317,1,0.0932,0.0311,1.2,8,0.8,8,0.8,1,1.2,1,1.2,58.513,20.35341437532833,0.0,0.1393,0.1483,0.2932,0.3337,0.6229,0.6346,0.0901,0.0777,3,0.2013,10,0
2,0.2021,0.0383,2,0.1987,0.036,4,0.4009,0.0576,4,0.4053,0.0669,1.2,3,0.8,3,0.8,6,1.2,6,1.2,28.567,15.7927732687014,0.0,0.1895,0.1812,0.1437,0.1651,0.2526,0.2484,0.3341,0.3378,2,0.1014,12,0
64,0.752,0.1262,64,0.7504,0.1267,0,0.0,0.0,0,0.0,0.0,2.4,7,0.8,7,0.8,1,1.2,1,1.2,825.531,18.04145398475637,31.00558659217877,0.1678,0.1688,0.0,0.0,0.94,0.938,0.0,0.0,64,0.3756,128,1
2,0.3315,0.0884,2,0.3014,0.0914,64,1.1476,0.1689,64,1.1462,0.1727,4.8,1,0.8,1,0.8,7,1.2,7,1.2,2803.156,33.8722301880979,26.72253258845437,0.2667,0.3033,0.1472,0.1507,0.4144,0.3767,0.9563,0.9552,62,0.4154,132,1
64,0.7498,0.1226,64,0.7518,0.1218,5,0.6778,0.1371,5,0.6421,0.1215,3.6,4,0.8,4,0.8,4,1.2,4,1.2,1676.155,14.127097349953774,5.130597014925374,0.1635,0.162,0.2023,0.1892,0.9372,0.9398,0.5648,0.5351,59,0.0472,138,1
2,0.3215,0.0723,2,0.3032,0.0585,64,1.1548,0.1493,64,1.1532,0.1559,4.8,4,0.8,4,0.8,7,1.2,7,1.2,2368.938,38.93161893146058,26.513035381750463,0.2249,0.1929,0.1293,0.1352,0.4019,0.379,0.9623,0.961,62,0.4209,132,1
64,0.7533,0.1145,64,0.7558,0.1173,3,0.5677,0.1101,3,0.6097,0.1177,4.8,8,0.8,8,0.8,2,1.2,2,1.2,3190.793,42.4815922337698,27.77001862197393,0.152,0.1552,0.1939,0.193,0.9416,0.9448,0.4731,0.5081,61,0.0842,134,1
64,0.7558,0.1187,64,0.756,0.1203,1,0.1818,0.0469,1,0.2175,0.0515,2.4,2,0.8,2,0.8,2,1.2,2,1.2,41.525,16.20328700369917,13.966480446927374,0.1571,0.1591,0.258,0.2368,0.9448,0.945,0.1515,0.1812,63,0.2784,130,2
4,0.3555,0.0543,3,0.3461,0.0577,3,0.2579,0.0457,2,0.2451,0.0458,1.2,3,0.8,3,0.8,4,1.2,4,1.2,48.712,18.08713914066591,0.0,0.1527,0.1667,0.1772,0.1869,0.4444,0.4326,0.2149,0.2043,2,0.05,12,0
3,0.2928,0.0439,3,0.3114,0.0558,3,0.3018,0.046,3,0.3052,0.0482,1.2,4,0.8,4,0.8,5,1.2,5,1.2,25.849,15.1163460243745,0.0,0.1499,0.1792,0.1524,0.1579,0.366,0.3892,0.2515,0.2543,0,0.0067,12,0
64,0.7564,0.1131,64,0.7548,0.1105,4,0.5841,0.0999,3,0.5919,0.1077,3.6,5,0.8,5,0.8,2,1.2,2,1.2,911.514,14.59778158929722,19.620646766169152,0.1495,0.1464,0.171,0.182,0.9455,0.9435,0.4868,0.4932,61,0.0838,135,1
2,0.1785,0.0571,1,0.1866,0.0667,64,1.1488,0.1699,64,1.148,0.1719,4.8,1,0.8,1,0.8,6,1.2,6,1.2,1719.408,24.07690872352362,37.64842840512224,0.3199,0.3574,0.1479,0.1497,0.2231,0.2332,0.9573,0.9567,63,0.4829,131,1
2,0.1984,0.0389,2,0.2049,0.0424,4,0.4058,0.0649,4,0.3969,0.0683,1.2,8,0.8,8,0.8,6,1.2,6,1.2,44.018,16.353279261798843,0.0,0.1961,0.2069,0.1599,0.1721,0.248,0.2561,0.3382,0.3308,2,0.0999,12,0
64,0.7524,0.1287,64,0.7544,0.1253,7,0.8935,0.1706,6,0.8969,0.1732,3.6,7,0.8,7,0.8,6,1.2,6,1.2,192.607,13.90204039839328,2.36318407960199,0.1711,0.1661,0.1909,0.1931,0.9405,0.943,0.7446,0.7474,58,0.0709,141,2
6,0.5587,0.0884,5,0.542,0.0778,1,0.0411,0.0235,1,0.0601,0.0236,1.2,4,0.8,4,0.8,1,1.2,1,1.2,62.934,25.70056733622739,0.0,0.1582,0.1435,0.5718,0.3927,0.6984,0.6775,0.0342,0.0501,5,0.25,13,0
64,0.7557,0.1212,64,0.757,0.1216,2,0.4467,0.0793,3,0.45,0.0795,4.8,2,0.8,2,0.8,2,1.2,2,1.2,2598.455,26.9372456115361,24.79627473806752,0.1604,0.1606,0.1775,0.1767,0.9446,0.9462,0.3723,0.375,62,0.154,133,1
4,0.5005,0.0714,4,0.5001,0.0707,1,0.0936,0.0317,1,0.1072,0.0327,1.2,5,0.8,5,0.8,2,1.2,2,1.2,43.027,19.232290999122814,0.0,0.1427,0.1414,0.3387,0.305,0.6256,0.6251,0.078,0.0893,3,0.2,10,0
27,0.7126,0.1232,26,0.7169,0.1195,29,1.0057,0.1871,29,1.0082,0.1835,4.8,1,0.8,1,0.8,4,1.2,4,1.2,3017.543,47.41939489023264,12.40977881257276,0.1729,0.1667,0.186,0.182,0.8908,0.8961,0.8381,0.8402,3,0.1461,111,2
11,0.6052,0.1191,11,0.6392,0.1162,64,1.1414,0.1837,64,1.1431,0.1772,4.8,2,0.8,2,0.8,2,1.2,2,1.2,2586.303,26.23795782895443,10.63780260707635,0.1968,0.1818,0.1609,0.155,0.7565,0.799,0.9512,0.9526,53,0.2603,150,1
3,0.2833,0.0448,3,0.3213,0.0559,3,0.3013,0.0508,3,0.3015,0.0508,1.2,8,0.8,8,0.8,8,1.2,8,1.2,46.643,15.324006963595778,0.0,0.1581,0.174,0.1686,0.1685,0.3541,0.4016,0.2511,0.2513,0,0.0134,12,0
3,0.3012,0.0469,3,0.3015,0.0534,2,0.3109,0.0536,3,0.2909,0.0519,1.2,3,0.8,3,0.8,4,1.2,4,1.2,42.119,15.253754570615326,0.0,0.1557,0.1771,0.1724,0.1784,0.3765,0.3769,0.2591,0.2424,1,0.0071,11,0
64,0.7511,0.1168,64,0.7563,0.1155,3,0.8944,0.1394,3,0.9055,0.1468,3.6,3,0.8,3,0.8,5,1.2,5,1.2,684.27,11.830259072115767,3.296019900497513,0.1555,0.1527,0.1559,0.1621,0.9389,0.9454,0.7453,0.7546,61,0.0733,134,2
1,0.1812,0.0416,1,0.2186,0.0431,5,0.9966,0.1444,5,1.0045,0.1488,2.4,2,0.8,2,0.8,5,1.2,5,1.2,73.319,15.3798737597219,0.0,0.2296,0.1972,0.1449,0.1481,0.2265,0.2732,0.8305,0.8371,4,0.4006,12,0
26,0.7455,0.1193,26,0.7466,0.1172,30,1.0488,0.1672,30,1.0466,0.1761,4.8,4,0.8,4,0.8,8,1.2,8,1.2,2420.629,27.607870648382548,6.308193668528864,0.16,0.157,0.1594,0.1683,0.9319,0.9332,0.874,0.8722,4,0.1508,112,2
3,0.5703,0.1007,4,0.5597,0.0892,25,1.1311,0.1735,25,1.1279,0.1768,3.6,2,0.8,2,0.8,7,1.2,7,1.2,503.758,12.721999773805315,0.0,0.1766,0.1594,0.1534,0.1568,0.7129,0.6996,0.9426,0.9399,22,0.2823,57,2
